VTDID,PCTNAME,PCTCODE,MCDNAME,MCDCODE,MCDFIPS,COUNTYNAME,COUNTYCODE,COUNTYFIPS,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,TABSYSTEM,TABMODEL,REG7AM,EDR,SIGNATURES,AB,FEDONLYAB,TOTVOTING,USPRSGP,USPRSR,USPRSDFL,USPRSSEP,USPRSSWP,USPRSCFP,USPRSBL,USPRSCP,USPRSLIB,USPRSWI,USPRSTOTAL,USREPGP,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNLEGGP,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL
270532735,SHOREWOOD W-3 P-01,2735,SHOREWOOD,220,60016,HENNEPIN,27,053,3,33,33B,06,04,00,3,2,Model 100,1287,115,1053,163,1,1217,1,732,473,0,0,2,7,0,1,0,1216,0,0,871,320,0,1191,0,0,763,418,0,1181
270532740,SHOREWOOD W-4 P-01,2740,SHOREWOOD,220,60016,HENNEPIN,27,053,3,33,33B,06,04,00,4,2,Model 100,1179,117,985,165,2,1152,0,649,493,0,0,0,2,1,4,1,1150,0,0,818,313,0,1131,0,0,709,408,0,1117
270532755,SPRING PARK P-01,2755,SPRING PARK,225,62014,HENNEPIN,27,053,3,33,33A,07,04,00,,2,Model 100,945,278,701,153,2,856,1,448,402,1,0,1,7,2,1,1,864,0,0,527,279,0,806,0,0,449,341,0,790
270532765,ST ANTHONY P-01,2765,ST. ANTHONY,205,56680,HENNEPIN,27,053,5,54,54A,02,04,00,,2,Model 100,1386,216,1124,247,0,1371,2,548,803,0,0,1,6,2,2,2,1366,36,0,448,814,1,1299,0,0,529,772,3,1304
270532770,ST ANTHONY P-02,2770,ST. ANTHONY,205,56680,HENNEPIN,27,053,5,54,54A,02,04,00,,2,Model 100,2300,238,1872,339,3,2214,3,958,1224,0,1,1,12,0,5,4,2208,43,0,797,1283,1,2124,0,0,912,1223,5,2140
270532780,ST BONIFACIUS P-01,2780,ST. BONIFACIUS,210,56770,HENNEPIN,27,053,3,33,33A,07,04,00,,2,Model 100,1378,258,1258,67,1,1326,0,825,485,0,0,0,9,2,0,0,1321,0,0,871,377,0,1248,0,0,788,411,1,1200
270532790,ST LOUIS PARK W-1 P-01,2790,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,1,2,Model 100,2595,399,2055,402,18,2476,3,741,1702,0,0,0,18,1,4,3,2472,79,0,596,1668,2,2345,0,0,647,1684,4,2335
270532795,ST LOUIS PARK W-1 P-02,2795,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,1,2,Model 100,1614,289,1442,91,1,1534,1,613,895,0,0,0,10,3,6,1,1529,51,0,503,893,1,1448,0,0,565,884,1,1450
270532800,ST LOUIS PARK W-1 P-03,2800,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,1,2,Model 100,1481,249,1261,124,2,1387,1,447,913,0,0,1,10,1,6,2,1381,52,0,394,863,2,1311,0,0,433,880,5,1318
270532805,ST LOUIS PARK W-1 P-04,2805,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44A,03,04,00,1,2,Model 100,1007,196,889,88,0,977,3,333,621,0,0,1,9,0,6,1,974,40,0,273,609,2,924,0,0,434,512,2,948
270532810,ST LOUIS PARK W-1 P-05,2810,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,1,2,Model 100,1100,259,926,156,2,1087,3,344,726,0,0,0,10,1,1,1,1086,36,0,280,691,1,1008,0,0,279,712,3,994
270532815,ST LOUIS PARK W-2 P-06,2815,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44A,03,04,00,2,2,Model 100,922,283,758,98,2,858,0,233,613,0,0,0,4,2,2,2,856,44,0,179,555,3,781,0,0,268,524,2,794
270532820,ST LOUIS PARK W-2 P-07,2820,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44A,03,04,00,2,2,Model 100,2439,692,2064,427,3,2496,3,842,1631,0,0,2,10,0,3,2,2493,93,0,723,1501,4,2321,0,0,1053,1305,10,2368
270532825,ST LOUIS PARK W-2 P-08,2825,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44A,03,04,00,2,2,Model 100,1651,189,1377,150,8,1535,0,551,983,0,0,0,8,2,1,0,1545,42,0,464,958,1,1465,0,0,757,743,1,1501
270532830,ST LOUIS PARK W-2 P-09,2830,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44A,03,04,00,2,2,Model 100,2238,451,1952,141,3,2096,2,713,1352,0,0,0,14,4,7,2,2094,90,0,597,1267,6,1960,0,0,936,1077,5,2018
270532835,ST LOUIS PARK W-3 P-10,2835,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44A,03,04,00,3,2,Model 100,2318,358,1695,445,3,2145,5,669,1432,0,2,0,13,3,0,3,2127,69,0,541,1370,0,1980,0,0,849,1188,2,2039
270532840,ST LOUIS PARK W-3 P-11,2840,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44A,03,04,00,3,2,Model 100,1377,238,1244,92,0,1336,3,502,816,0,0,1,9,2,3,3,1339,49,0,406,819,0,1274,0,0,646,659,1,1306
270532845,ST LOUIS PARK W-3 P-12,2845,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44A,03,04,00,3,2,Model 100,1683,439,1520,100,1,1621,4,550,1051,1,0,0,11,0,1,1,1619,49,0,440,1001,2,1492,0,0,672,861,6,1539
270532850,ST LOUIS PARK W-3 P-13,2850,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,3,2,Model 100,2030,318,1624,228,1,1854,4,660,1162,0,1,1,13,2,5,3,1851,60,0,551,1107,0,1718,0,0,615,1117,4,1736
270532855,ST LOUIS PARK W-4 P-14,2855,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,4,2,Model 100,1506,371,1385,130,2,1517,4,537,963,0,0,0,6,0,2,3,1515,51,0,461,903,1,1416,0,0,500,908,2,1410
270532860,ST LOUIS PARK W-4 P-15,2860,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,4,2,Model 100,1533,253,1266,174,0,1440,3,457,967,0,0,0,6,0,2,0,1435,43,0,345,933,0,1321,0,0,392,935,4,1331
270532865,ST LOUIS PARK W-4 P-16,2865,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,4,2,Model 100,2232,284,1865,212,3,2081,2,695,1360,0,0,2,10,2,5,0,2076,52,0,553,1360,3,1968,0,0,592,1372,3,1967
270532870,ST LOUIS PARK W-4 P-17,2870,ST. LOUIS PARK,215,57220,HENNEPIN,27,053,5,44,44B,03,04,00,4,2,Model 100,1534,402,1416,84,2,1502,2,507,970,0,0,4,7,1,5,5,1501,63,0,404,909,4,1380,0,0,443,923,6,1372
270532900,TONKA BAY P-01,2900,TONKA BAY,230,65164,HENNEPIN,27,053,3,33,33B,06,04,00,,2,Model 100,1081,148,944,111,2,1057,0,597,445,0,0,0,8,1,0,3,1054,0,0,733,291,1,1025,0,0,646,352,0,998
270532910,WAYZATA P-01,2910,WAYZATA,235,68818,HENNEPIN,27,053,3,33,33B,06,04,00,,2,Model 100,2492,437,2088,454,5,2547,7,1372,1133,0,0,4,11,2,4,3,2536,0,0,1888,604,0,2492,0,0,1528,880,2,2410
270532925,WOODLAND P-01,2925,WOODLAND,240,71500,HENNEPIN,27,053,3,33,33B,06,04,00,,2,Model 100,358,31,264,78,1,343,0,207,131,0,0,0,2,0,3,0,343,0,0,282,54,0,336,0,0,230,97,1,328
270550005,BLACK HAMMER TWP.,5,BLACK HAMMER TWP,5,6292,HOUSTON,28,055,1,31,31B,05,03,00,,1,Model 100,179,21,165,8,0,173,0,91,78,0,1,0,0,0,1,1,172,0,1,112,55,0,168,0,0,84,85,0,169
270550010,BROWNSVILLE,10,BROWNSVILLE,9,8218,HOUSTON,28,055,1,31,31B,04,03,00,,1,Model 100,346,47,302,18,0,320,0,138,168,0,1,5,5,0,0,0,317,0,13,165,115,1,294,0,0,139,168,2,309
270550015,BROWNSVILLE TWP.,15,BROWNSVILLE TWP,10,8236,HOUSTON,28,055,1,31,31B,04,03,00,,1,Model 100,250,29,219,10,0,229,1,97,128,0,0,0,2,0,0,0,228,0,9,115,94,0,218,0,0,105,120,0,225
270550020,CALEDONIA P-1,20,CALEDONIA,14,9226,HOUSTON,28,055,1,31,31B,03,03,00,,1,Model 100,722,125,607,52,0,659,2,314,334,0,0,0,2,1,1,0,654,0,24,373,221,1,619,0,0,334,305,1,640
270550025,CALEDONIA P-2,25,CALEDONIA,14,9226,HOUSTON,28,055,1,31,31B,03,03,00,,1,Model 100,944,200,841,55,1,897,0,424,443,0,0,1,13,2,0,1,884,0,27,532,275,0,834,0,0,437,430,0,867
270550030,CALEDONIA TWP.,30,CALEDONIA TWP,15,9244,HOUSTON,28,055,1,31,31B,03,03,00,,1,Model 100,380,57,325,27,0,352,0,180,163,0,0,1,3,3,1,0,351,0,7,238,98,0,343,0,0,205,144,0,349
270550035,CROOKED CREEK TWP.,35,CROOKED CREEK TWP,25,13816,HOUSTON,28,055,1,31,31B,05,03,00,,1,Model 100,186,23,156,10,0,166,0,82,81,0,0,0,0,2,0,0,165,0,9,95,50,0,154,0,0,84,79,0,163
270550040,EITZEN,40,EITZEN,30,18368,HOUSTON,28,055,1,31,31B,05,03,00,,1,Model 100,143,26,137,4,0,141,0,82,57,0,0,0,1,0,1,0,141,0,4,86,43,0,133,0,0,77,62,0,139
270550045,HOKAH,45,HOKAH,34,29510,HOUSTON,28,055,1,31,31B,04,03,00,,1,Model 100,355,68,304,19,0,323,1,137,178,0,0,0,3,0,0,0,319,0,15,160,134,0,309,0,0,148,166,1,315
270550050,HOKAH TWP.,50,HOKAH TWP,35,29528,HOUSTON,28,055,1,31,31B,04,03,00,,1,Model 100,354,0,322,17,0,339,0,176,158,0,0,0,3,0,1,0,338,0,12,193,123,0,328,0,0,178,154,0,332
270550055,HOUSTON,55,HOUSTON,39,30230,HOUSTON,28,055,1,31,31A,02,03,00,,1,Model 100,555,150,483,49,0,533,3,287,228,0,0,0,6,1,1,0,526,0,16,326,163,0,505,0,0,181,321,1,503
270550060,HOUSTON TWP.,60,HOUSTON TWP,40,30248,HOUSTON,28,055,1,31,31A,02,03,00,,1,Model 100,275,41,247,9,0,256,0,131,121,0,0,0,1,2,0,0,255,0,12,154,83,0,249,0,0,101,143,0,244
270550065,JEFFERSON TWP.,65,JEFFERSON TWP,50,31814,HOUSTON,28,055,1,31,31B,05,03,00,,1,Model 100,77,5,67,2,0,69,0,43,25,0,0,0,0,0,0,0,68,0,3,49,16,0,68,0,0,42,26,0,68
270550070,LA CRESCENT P-1,70,LA CRESCENT,54,33866,HOUSTON,28,055,1,31,31B,01,03,00,,1,Model 100,1475,283,1318,103,0,1421,1,759,626,0,1,3,11,6,1,3,1411,0,46,842,457,4,1349,0,0,712,650,4,1366
270550075,LA CRESCENT P-2,75,LA CRESCENT,54,33866,HOUSTON,28,055,1,31,31B,01,03,00,,1,Model 100,1275,226,1043,85,0,1128,3,500,606,0,0,0,8,3,1,1,1122,0,49,579,452,1,1081,0,0,455,635,3,1093
270550076,LA CRESCENT P-3,76,LA CRESCENT,54,33866,HOUSTON,28,055,1,31,31B,04,03,00,,1,Model 100,423,92,358,21,0,379,1,189,184,0,0,0,2,2,0,0,378,0,17,217,128,0,362,0,0,174,193,1,368
270550080,LA CRESCENT TWP.,80,LA CRESCENT TWP,55,33884,HOUSTON,28,055,1,31,31B,04,03,00,,1,Model 100,988,103,862,56,0,918,1,535,369,0,0,0,5,0,0,1,911,0,25,579,284,0,888,0,0,492,401,6,899
270550085,MAYVILLE TWP.,85,MAYVILLE TWP,65,41228,HOUSTON,28,055,1,31,31B,03,03,00,,1,Model 100,236,36,118,3,0,221,0,121,100,0,0,0,0,0,0,0,221,0,6,136,68,0,210,0,0,122,92,1,215
270550090,MONEY CREEK TWP.,90,MONEY CREEK TWP,70,43648,HOUSTON,28,055,1,31,31A,02,03,00,,1,Model 100,367,45,347,9,0,356,0,189,157,1,0,0,2,0,3,0,352,0,12,231,104,0,347,0,0,140,203,0,343
270550095,MOUND PRAIRIE TWP.,95,MOUND PRAIRIE TWP,75,44512,HOUSTON,28,055,1,31,31B,02,03,00,,1,Model 100,408,56,355,21,0,376,0,189,178,0,0,0,5,0,1,0,373,0,13,218,131,0,362,0,0,179,188,0,367
270550100,SHELDON TWP.,100,SHELDON TWP,80,59494,HOUSTON,28,055,1,31,31B,02,03,00,,1,Model 100,176,22,161,5,0,166,0,91,73,0,0,0,2,0,0,0,166,0,3,109,49,0,161,0,0,97,66,1,164
270550105,SPRING GROVE,105,SPRING GROVE,84,61852,HOUSTON,28,055,1,31,31B,05,03,00,,1,Model 100,690,178,638,44,0,682,2,267,390,0,1,1,8,1,1,0,671,0,16,383,252,0,651,0,0,309,352,2,663
270550110,SPRING GROVE TWP.,110,SPRING GROVE TWP,85,61870,HOUSTON,28,055,1,31,31B,05,03,00,,1,Model 100,246,38,247,12,0,259,0,137,115,1,0,0,1,0,0,0,254,0,1,164,86,0,251,0,0,144,109,1,254
270550115,UNION TWP.,115,UNION TWP,95,66208,HOUSTON,28,055,1,31,31B,02,03,00,,1,Model 100,218,25,181,11,1,193,0,119,71,0,0,0,2,0,0,0,192,0,5,131,50,0,186,0,0,111,76,0,187
270550120,WILMINGTON TWP.,120,WILMINGTON TWP,100,70564,HOUSTON,28,055,1,31,31B,05,03,00,,1,Model 100,275,27,237,16,1,254,0,146,104,0,0,0,1,1,0,1,253,0,4,180,68,0,252,0,0,158,88,1,247
270550125,WINNEBAGO TWP.,125,WINNEBAGO TWP,105,70960,HOUSTON,28,055,1,31,31B,05,03,00,,1,Model 100,149,20,138,5,0,143,1,93,46,0,0,0,2,0,0,0,142,0,4,92,44,0,140,0,0,87,53,0,140
270550130,YUCATAN TWP.,130,YUCATAN TWP,110,72166,HOUSTON,28,055,1,31,31B,02,03,00,,1,Model 100,241,27,212,8,0,220,0,114,95,0,0,0,5,2,1,1,218,0,8,142,65,0,215,0,0,119,96,0,215
270570005,AKELEY,5,AKELEY,4,496,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,258,50,220,13,0,233,0,100,126,2,0,0,4,0,0,0,232,3,0,73,143,0,219,0,0,116,102,0,218
270570010,AKELEY TWP.,10,AKELEY TWP,5,514,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,327,55,277,32,0,309,0,170,134,0,0,0,2,1,0,0,307,8,0,117,167,0,292,0,0,177,112,6,295
270570015,ARAGO TWP.,15,ARAGO TWP,15,1918,HUBBARD,29,057,8,02,02B,02,09,00,,1,Model 150,417,55,336,48,0,384,0,237,140,0,0,0,4,0,0,0,381,5,0,167,196,0,368,0,0,200,181,0,381
270570020,BADOURA TWP.,20,BADOURA TWP,20,3178,HUBBARD,29,057,8,04,04B,03,09,00,,1,Model 150,66,11,66,3,0,69,0,32,35,0,0,0,2,0,0,0,69,5,0,20,40,0,65,0,0,36,31,0,67
270570022,CLAY TWP.,22,CLAY TWP,22,11682,HUBBARD,29,057,8,02,02B,05,09,00,,1,Model 150,60,12,67,0,0,67,0,43,22,0,0,0,1,0,0,0,66,1,0,37,25,0,63,0,0,35,28,0,63
270570025,CLOVER TWP.,25,CLOVER TWP,25,12232,HUBBARD,29,057,8,02,02B,05,09,00,,1,Model 150,113,19,88,20,0,108,0,72,35,0,0,0,0,0,0,0,107,0,0,48,52,0,100,0,0,70,34,0,104
270570030,CROW WING LAKE TWP.,30,CROW WING LAKE TWP,30,14140,HUBBARD,29,057,8,04,04B,03,09,00,,1,Model 150,229,33,198,39,0,237,1,123,106,0,0,0,2,0,0,0,232,4,0,87,134,0,225,0,0,133,90,2,225
270570035,FARDEN TWP.,35,FARDEN TWP,35,20528,HUBBARD,29,057,8,04,04B,05,09,00,,1,Model 150,495,139,479,30,0,509,1,273,232,0,0,1,2,0,0,0,509,10,0,186,286,0,482,0,0,254,226,0,480
270570040,FERN TWP.,40,FERN TWP,40,20942,HUBBARD,29,057,8,02,02B,05,09,00,,1,Model 150,140,33,123,6,0,129,0,67,58,0,0,0,1,0,1,1,128,4,0,44,72,0,120,0,0,57,71,0,128
270570045,GUTHRIE TWP.,45,GUTHRIE TWP,45,26360,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,270,53,254,20,0,274,1,167,104,0,0,0,0,0,0,0,272,2,0,127,131,0,260,0,0,154,102,1,257
270570050,HART LAKE TWP.,50,HART LAKE TWP,50,27386,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,279,68,254,23,0,277,0,149,118,0,0,0,4,1,1,0,273,4,0,125,126,1,256,0,0,144,111,1,256
270570055,HELGA TWP.,55,HELGA TWP,55,28340,HUBBARD,29,057,8,04,04B,05,09,00,,1,Model 150,784,130,713,34,0,747,1,418,316,0,0,1,5,0,0,1,742,16,0,314,360,2,692,0,0,377,312,1,690
270570060,HENDRICKSON TWP.,60,HENDRICKSON TWP,60,28466,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,137,18,131,0,0,131,2,83,42,0,0,0,2,1,0,0,130,5,0,60,57,0,122,0,0,72,48,1,121
270570065,HENRIETTA TWP.,65,HENRIETTA TWP,65,28556,HUBBARD,29,057,8,02,02B,01,09,00,,1,Model 150,1055,159,864,131,1,996,1,611,362,0,0,0,7,2,3,0,986,11,0,447,499,1,958,0,0,516,462,0,978
270570070,HUBBARD TWP.,70,HUBBARD TWP,70,30338,HUBBARD,29,057,8,02,02B,03,09,00,,1,Model 150,485,56,401,61,0,462,1,281,169,0,0,0,5,1,1,0,458,8,0,205,227,1,441,0,0,235,210,0,445
270570075,LAKE ALICE TWP.,75,LAKE ALICE TWP,75,34046,HUBBARD,29,057,8,02,02B,05,09,00,,1,Model 150,59,8,52,1,0,53,0,20,29,0,0,1,0,0,0,0,50,1,0,15,34,0,50,0,0,24,28,0,52
270570080,LAKE EMMA TWP.,80,LAKE EMMA TWP,80,34262,HUBBARD,29,057,8,02,02B,01,09,00,,1,Model 150,725,71,588,118,0,706,1,409,289,0,0,0,3,0,0,1,703,11,0,318,339,1,669,0,0,351,338,0,689
270570085,LAKE GEORGE TWP.,85,LAKE GEORGE TWP,85,34388,HUBBARD,29,057,8,02,02B,05,09,00,,1,Model 150,253,31,215,24,0,239,0,142,90,1,0,1,2,0,0,0,236,1,0,112,114,0,227,0,0,133,105,0,238
270570090,LAKE HATTIE TWP.,90,LAKE HATTIE TWP,90,34460,HUBBARD,29,057,8,02,02B,05,09,00,,1,Model 150,93,12,86,5,0,91,2,62,24,0,0,0,2,0,0,0,90,3,0,48,36,0,87,0,0,57,33,0,90
270570095,LAKEPORT TWP.,95,LAKEPORT TWP,95,34838,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,508,97,455,62,0,517,1,237,270,1,0,0,2,1,1,0,513,12,0,172,306,0,490,0,0,245,226,6,477
270570100,LA PORTE,100,LA PORTE,100,35612,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,73,27,68,5,0,73,0,43,25,0,0,2,3,0,0,0,73,5,0,28,35,0,68,0,0,41,26,2,69
270570105,MANTRAP TWP.,105,MANTRAP TWP,105,40022,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,362,46,292,54,0,346,1,158,178,0,0,0,4,0,1,1,343,6,0,122,200,0,328,0,0,168,153,2,323
270570110,NEVIS,110,NEVIS,109,45340,HUBBARD,29,057,8,04,04B,01,09,00,,1,Model 150,244,28,190,17,0,207,0,118,80,0,0,1,1,0,0,0,200,3,0,84,102,0,189,0,0,119,73,1,193
270570115,NEVIS TWP.,115,NEVIS TWP,110,45358,HUBBARD,29,057,8,04,04B,01,09,00,,1,Model 150,691,75,524,94,0,618,2,372,239,0,0,0,3,1,0,0,617,11,0,272,301,0,584,0,0,391,191,2,584
270570120,PARK RAPIDS P-1,120,PARK RAPIDS,120,49768,HUBBARD,29,057,8,02,02B,02,09,00,,1,Model 150,828,223,716,110,0,826,0,451,352,0,0,1,4,0,1,2,811,18,0,315,422,0,755,0,0,398,406,0,804
270570122,PARK RAPIDS P-2,122,PARK RAPIDS,120,49768,HUBBARD,29,057,8,02,02B,03,09,00,,1,Model 150,936,215,810,129,0,939,3,500,414,0,0,2,6,1,0,0,926,17,0,345,499,1,862,0,0,433,482,1,916
270570125,ROCKWOOD TWP.,125,ROCKWOOD TWP,125,55132,HUBBARD,29,057,8,02,02B,05,09,00,,1,Model 150,280,39,260,24,0,284,1,175,104,0,0,0,2,0,1,0,283,13,0,133,121,0,267,0,0,167,110,0,277
270570130,SCHOOLCRAFT TWP.,130,SCHOOLCRAFT TWP,130,58972,HUBBARD,29,057,8,02,02B,05,09,00,,1,Model 150,83,11,69,8,0,77,0,43,32,0,0,0,1,0,0,0,76,4,0,28,40,0,72,0,0,38,38,0,76
270570135,STEAMBOAT RIVER TWP.,135,STEAMBOAT RIVER TWP,133,62618,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,83,7,81,0,0,81,0,40,36,0,0,0,4,0,0,0,80,6,0,33,36,0,75,0,0,40,32,5,77
270570140,STRAIGHT RIVER TWP.,140,STRAIGHT RIVER TWP,135,63076,HUBBARD,29,057,8,02,02B,03,09,00,,1,Model 150,397,60,351,29,0,380,0,227,143,0,0,1,2,0,1,0,374,15,0,178,169,0,362,0,0,214,164,0,378
270570145,THORPE TWP.,145,THORPE TWP,140,64804,HUBBARD,29,057,8,04,04B,04,09,00,,1,Model 150,37,1,33,0,0,33,0,16,12,0,0,0,2,0,0,0,30,2,0,19,12,0,33,0,0,19,13,0,32
270570150,TODD TWP. P-1,150,TODD TWP,145,65038,HUBBARD,29,057,8,02,02B,02,09,00,,1,Model 150,789,119,665,101,0,766,0,463,281,0,0,1,8,1,0,0,754,7,0,347,354,1,709,0,0,412,334,0,746
270570152,TODD TWP. P-2,152,TODD TWP,145,65038,HUBBARD,29,057,8,02,02B,03,09,00,,1,Model 150,55,2,31,10,0,41,0,24,16,0,0,0,0,0,0,0,40,0,0,14,25,0,39,0,0,20,20,0,40
270570155,WHITE OAK TWP.,155,WHITE OAK TWP,150,70114,HUBBARD,29,057,8,04,04B,03,09,00,,1,Model 150,231,56,225,24,0,249,1,118,128,0,0,0,2,0,0,0,249,7,0,89,144,0,240,0,0,124,110,4,238
270590005,ATHENS TWP,5,ATHENS TWP,5,2602,ISANTI,30,059,8,17,17A,04,10,00,,2,Model 100,1272,258,1228,32,0,1260,2,694,538,0,1,2,8,4,7,1,1257,36,0,473,702,0,1211,0,0,609,598,1,1208
270590010,BRADFORD TWP,10,BRADFORD TWP,10,7246,ISANTI,30,059,8,17,17A,03,10,00,,2,Model 100,1947,386,1830,76,0,1906,2,1093,787,0,0,1,14,1,5,1,1904,40,0,711,1074,1,1826,0,0,945,895,2,1842
270590015,BRAHAM CITY,15,BRAHAM CITY,15,7282,ISANTI,30,059,8,08,08B,02,10,00,,2,Model 100,680,246,711,30,0,741,0,412,315,0,0,0,8,2,0,1,738,19,0,257,420,1,697,0,0,356,312,0,668
270590020,CAMBRIDGE WEST - P1,20,CAMBRIDGE,19,9370,ISANTI,30,059,8,17,17A,01,10,00,,2,Model 100,2504,511,2092,367,0,2459,2,1358,1051,0,0,5,20,3,2,1,2442,34,0,938,1391,1,2364,0,0,1201,1175,3,2379
270590022,CAMBRIDGE EAST - P2,22,CAMBRIDGE,19,9370,ISANTI,30,059,8,17,17A,05,10,00,,2,Model 100,950,567,1188,36,0,1224,0,652,555,0,0,1,6,3,1,3,1221,23,0,433,695,2,1153,0,0,565,604,3,1172
270590025,CAMBRIDGE TWP,25,CAMBRIDGE TWP,20,9388,ISANTI,30,059,8,17,17A,01,10,00,,2,Model 100,1528,263,1401,101,0,1502,3,800,683,0,0,0,7,2,1,1,1497,31,0,565,858,0,1454,0,0,695,767,2,1464
270590030,DALBO TWP,30,DALBO TWP,30,14572,ISANTI,30,059,8,08,08B,02,10,00,,2,Model 100,399,93,394,11,1,406,0,261,140,0,0,1,3,0,0,1,406,6,0,180,202,0,388,0,0,216,167,0,383
270590035,ISANTI CITY,35,ISANTI CITY,34,31328,ISANTI,30,059,8,17,17A,03,10,00,,2,Model 100,1331,632,1530,65,0,1595,4,900,675,1,1,0,5,3,4,1,1594,33,0,606,825,4,1468,0,0,764,740,5,1509
270590040,ISANTI TWP,40,ISANTI TWP,35,31346,ISANTI,30,059,8,17,17A,05,10,00,,2,Model 100,1420,250,1318,72,2,1392,2,849,520,1,1,4,6,1,3,4,1391,26,0,595,727,0,1348,0,0,747,610,2,1359
270590045,MAPLE RIDGE TWP,45,MAPLE RIDGE TWP,45,40292,ISANTI,30,059,8,08,08B,02,10,00,,2,Model 100,468,78,416,16,0,432,0,241,186,0,0,0,2,1,1,0,431,9,0,157,251,1,418,0,0,196,222,0,418
270590050,NORTH BRANCH TWP,50,NORTH BRANCH TWP,50,46816,ISANTI,30,059,8,17,17A,05,10,00,,2,Model 100,1042,159,971,38,0,1009,1,559,432,0,0,1,7,4,1,0,1005,20,0,403,541,1,965,0,0,500,467,0,967
270590055,OXFORD TWP,55,OXFORD TWP,55,49354,ISANTI,30,059,8,17,17A,05,10,00,,2,Model 100,480,104,478,24,0,502,0,311,185,0,0,0,2,0,0,0,498,11,0,210,250,2,473,0,0,264,206,2,472
270590060,SPENCER BROOK TWP,60,SPENCER BROOK TWP,60,61672,ISANTI,30,059,8,17,17A,04,10,00,,2,Model 100,923,180,886,54,0,940,2,598,327,0,0,1,8,0,1,1,938,23,0,428,437,1,889,0,0,529,366,1,896
270590065,SPRINGVALE TWP,65,SPRINGVALE TWP,65,62086,ISANTI,30,059,8,17,17A,02,10,00,,2,Model 100,903,164,850,40,0,890,2,516,361,0,0,1,3,2,2,0,887,14,0,350,484,0,848,0,0,453,409,2,864
270590070,STANCHFIELD TWP,70,STANCHFIELD TWP,70,62347,ISANTI,30,059,8,08,08B,02,10,00,,2,Model 100,713,127,652,27,0,679,0,412,259,0,0,0,5,0,0,2,678,12,0,272,376,1,661,0,0,349,305,1,655
270590075,STANFORD TWP,75,STANFORD TWP,75,62374,ISANTI,30,059,8,17,17A,04,10,00,,2,Model 100,1303,279,1278,65,0,1343,2,898,435,0,0,2,3,0,1,0,1341,22,0,646,586,2,1256,0,0,803,459,2,1264
270590080,WYANETT TWP,80,WYANETT TWP,80,71896,ISANTI,30,059,8,17,17A,02,10,00,,2,Model 100,1076,203,1033,55,0,1088,3,636,434,0,0,0,5,3,2,2,1085,30,0,432,568,0,1030,0,0,552,477,3,1032
270610005,ALVWOOD TWP,5,ALVWOOD TWP,5,1288,ITASCA,31,061,8,03,03A,01,09,00,,1,Optech 3P,30,0,28,0,0,28,0,12,16,0,0,0,0,0,0,0,28,1,0,12,14,0,27,0,11,0,16,0,27
270610010,ARBO TWP,10,ARBO TWP,10,1936,ITASCA,31,061,8,03,03A,02,09,00,,1,Optech IV,529,75,451,56,0,507,0,245,253,0,0,2,2,0,0,0,502,16,0,175,294,0,485,0,125,0,333,5,463
270610015,ARDENHURST TWP,15,ARDENHURST TWP,15,2044,ITASCA,31,061,8,03,03A,01,09,00,,1,Optech IV,119,14,89,19,0,108,0,73,31,0,0,0,1,0,0,0,105,4,0,54,47,0,105,0,36,0,65,0,101
270610020,BALL CLUB PREC,20,BALL CLUB,56,3385,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech IV,260,76,230,14,0,244,0,75,165,0,0,0,2,0,0,0,242,8,0,48,176,1,233,0,5,64,168,0,237
