FIPS_VTD,PRECINCT NAME,WD,CG,LEG,CM,S DST,S1,S2,C,V,MCD NAME        ,JD,TC,ME,MCD,PRCT,CC,COVTD,7am ,EDR,Signatures,AB-Reg,AB-Fed,AB-Pres,Ballots,PresR,PresDFL,PresG,PresCP,PresOther,PresLib,PresRP,PresRPM,PresSWP,USSenR,USSenDFL,USSenInd,USSenOther,USSenCP,USSenSWP,USSenLib,USSenGRP,CONG_DIST,CongR,CongDFL,CongInd,CongOther,CongCP,CongLib,MNSenR,MNSenDFL,MNSenInd,MNSenCP,MNSenNP,MNLegR,MNLegDFL,MNLegInd,MNLegCP,MNLegLib,MNLegG
0100010,CLARA CITY             ,0,2,13B,2,18000,0,0,N,O,CLARA CITY CITY               ,8,C,N,010,0010,12,120010,793,104,630,73,0,0,703,375,269,24,2,18,2,2,11,3,324,317,30,10,4,5,0,1,2,322,341,9,8,3,5,219,409,54,0,0,258,395,0,0,0,0
0150015,CRATE TWP.             ,0,2,13B,2,18000,0,0,N,O,CRATE TOWNSHIP                ,8,T,N,015,0015,12,120015,128,7,108,4,0,0,112,58,40,4,0,9,0,0,8,1,52,55,1,1,0,1,0,0,2,46,62,2,1,0,1,32,74,4,0,0,27,83,0,0,0,0
0200020,GRACE TWP.             ,0,2,13B,1,77700,0,0,N,O,GRACE TOWNSHIP                ,8,T,N,020,0020,12,120020,84,9,68,8,0,0,76,46,25,3,0,1,0,0,1,0,47,26,1,1,0,1,0,0,2,44,29,3,0,0,0,34,35,7,0,0,29,45,0,0,0,0
0250025,GRANITE FALLS W-2      ,2,2,15B,3,19000,0,0,N,O,GRANITE FALLS CITY            ,8,C,N,025,0025,12,120025,479,97,403,17,0,0,420,175,207,23,0,5,0,0,3,2,159,233,14,4,0,0,0,4,2,146,249,8,3,1,2,133,255,0,0,0,89,322,0,0,0,0
0300030,GRANITE FALLS TWP.     ,0,2,15B,3,12900,0,0,N,O,GRANITE FALLS TOWNSHIP        ,8,T,N,030,0030,12,120030,147,10,123,5,0,0,128,62,54,5,0,6,0,1,5,0,61,60,4,2,1,0,0,1,2,51,75,2,0,0,0,50,76,0,0,0,31,95,0,0,0,0
0350035,HAVELOCK TWP.          ,0,2,13B,1,12900,0,0,N,O,HAVELOCK TOWNSHIP             ,8,T,N,035,0035,12,120035,111,15,104,5,0,0,109,42,52,8,0,6,0,0,6,0,38,65,5,0,0,0,0,0,2,40,63,5,0,0,0,17,84,8,0,0,35,73,0,0,0,0
0400040,KRAGERO TWP.           ,0,2,13B,1,85300,0,0,N,O,KRAGERO TOWNSHIP              ,8,T,N,040,0040,12,120040,113,10,98,2,0,0,100,30,63,6,0,1,0,0,1,0,26,63,10,1,0,1,0,0,2,19,78,2,0,0,0,28,66,6,0,0,21,79,0,0,0,0
0450045,LEENTHROP TWP.         ,0,2,13B,3,19000,0,0,N,O,LEENTHROP TOWNSHIP            ,8,T,N,045,0045,12,120045,160,10,135,6,0,0,141,56,72,8,0,4,0,0,4,0,50,83,7,1,0,0,0,1,2,50,85,4,1,0,1,36,86,17,0,0,38,102,0,0,0,0
0500050,LONE TREE TWP.         ,0,2,13B,2,18000,0,0,N,O,LONE TREE TOWNSHIP            ,8,T,N,050,0050,12,120050,142,13,123,5,0,0,128,76,43,2,0,6,0,0,6,0,68,55,3,2,1,1,0,0,2,68,58,1,1,0,1,54,72,2,0,0,39,83,0,0,0,0
0550055,LOURISTON TWP.         ,0,2,13B,1,18000,0,0,N,O,LOURISTON TOWNSHIP            ,8,T,N,055,0055,12,120055,104,9,97,3,0,0,100,58,35,3,1,3,1,0,2,0,47,46,7,0,0,0,0,0,2,43,55,1,0,0,0,42,54,2,0,0,28,70,0,0,0,0
0600060,MANDT TWP.             ,0,2,13B,1,77700,0,0,N,O,MANDT TOWNSHIP                ,8,T,N,060,0060,12,120060,95,12,86,7,0,0,93,30,54,4,0,3,0,0,3,0,25,63,4,1,0,0,1,0,2,27,64,1,1,0,1,18,63,11,0,0,17,73,0,0,0,0
0650065,MAYNARD                ,0,2,13B,3,18000,0,0,N,O,MAYNARD CITY                  ,8,C,N,065,0065,12,120065,231,17,186,8,0,0,194,72,105,7,0,7,1,0,6,0,59,116,13,4,1,0,0,3,2,61,120,4,6,1,5,52,125,16,0,0,50,141,0,0,0,0
0700070,MILAN                  ,0,2,13B,1,85300,0,0,N,O,MILAN CITY                    ,8,C,N,070,0070,12,120070,199,25,152,19,0,0,171,66,95,3,1,5,0,0,5,0,53,100,11,5,1,1,0,3,2,49,114,5,0,0,0,59,93,16,0,0,55,114,0,0,0,0
0750075,MONTEVIDEO P-1         ,0,2,13B,4,12900,0,0,N,O,MONTEVIDEO CITY               ,8,C,N,075,0075,12,120075,602,63,481,32,0,0,513,207,269,19,2,11,3,0,8,0,197,277,24,11,4,2,1,4,2,184,309,11,3,2,1,181,269,55,0,0,151,353,0,0,0,0
0750080,MONTEVIDEO P-2         ,0,2,13B,4,12900,0,0,N,O,MONTEVIDEO CITY               ,8,C,N,075,0080,12,120080,436,62,293,11,0,0,304,121,163,13,0,6,1,1,4,0,126,155,12,6,2,1,1,2,2,106,183,6,2,2,0,104,151,37,0,0,84,210,0,0,0,0
0750085,MONTEVIDEO P-3         ,0,2,13B,4,12900,0,0,N,O,MONTEVIDEO CITY               ,8,C,N,075,0085,12,120085,498,92,322,83,0,0,405,187,184,19,1,7,0,0,6,1,161,217,13,3,0,1,0,2,2,142,246,6,1,0,1,159,194,34,0,0,121,271,0,0,0,0
0750090,MONTEVIDEO P-4         ,0,2,13B,5,12900,0,0,N,O,MONTEVIDEO CITY               ,8,C,N,075,0090,12,120090,583,94,471,46,0,0,517,221,261,22,2,5,2,1,2,0,203,273,23,12,4,2,1,5,2,166,335,4,6,3,3,170,272,58,0,0,155,345,0,0,0,0
0750095,MONTEVIDEO P-5         ,0,2,13B,5,12900,0,0,N,O,MONTEVIDEO CITY               ,8,C,N,075,0095,12,120095,443,63,354,20,0,0,374,150,182,22,0,15,2,2,10,1,139,191,30,9,3,3,0,3,2,129,227,8,1,0,1,140,177,48,0,0,101,262,0,0,0,0
0750100,MONTEVIDEO P-6         ,0,2,13B,5,12900,0,0,N,O,MONTEVIDEO CITY               ,8,C,N,075,0100,12,120100,479,63,403,21,0,0,424,197,208,12,0,1,0,0,1,0,176,232,13,2,0,1,1,0,2,178,239,4,1,1,0,156,227,32,0,0,142,277,0,0,0,0
0800105,RHEIDERLAND TWP.       ,0,2,13B,2,18000,0,0,N,O,RHEIDERLAND TOWNSHIP          ,8,T,N,080,0105,12,120105,191,10,164,7,0,0,171,143,26,1,0,0,0,0,0,0,131,38,1,0,0,0,0,0,2,123,46,1,0,0,0,96,70,3,0,0,97,68,0,0,0,0
0850110,ROSEWOOD TWP.          ,0,2,13B,1,85300,0,0,N,O,ROSEWOOD TOWNSHIP             ,8,T,N,085,0110,12,120110,193,29,179,8,0,0,187,118,62,6,0,0,0,0,0,0,94,83,5,3,0,0,0,3,2,75,106,3,1,0,1,71,104,9,0,0,63,122,0,0,0,0
0900115,SPARTA TWP.            ,0,2,13B,3,19000,0,0,N,O,SPARTA TOWNSHIP               ,8,T,N,090,0115,12,120115,512,51,426,29,0,0,455,210,205,26,1,9,1,0,8,0,175,248,21,9,1,2,0,6,2,157,283,12,1,0,1,144,261,40,0,0,117,332,0,0,0,0
0950120,STONEHAM TWP.          ,0,2,13B,3,18000,0,0,N,O,STONEHAM TOWNSHIP             ,8,T,N,095,0120,12,120120,143,25,144,2,0,0,146,78,60,4,0,2,0,0,2,0,65,65,11,3,0,2,0,1,2,61,82,2,0,0,0,44,95,7,0,0,46,98,0,0,0,0
1000125,TUNSBERG TWP.          ,0,2,13B,1,12900,0,0,N,O,TUNSBERG TOWNSHIP             ,8,T,N,100,0125,12,120125,110,22,104,1,0,0,105,51,42,5,1,5,0,0,5,0,50,50,1,3,0,0,0,3,2,28,74,0,0,0,0,40,58,5,0,0,27,77,0,0,0,0
1050130,WATSON                 ,0,2,13B,1,12900,0,0,N,O,WATSON CITY                   ,8,C,N,105,0130,12,120130,101,20,87,3,0,0,90,35,41,8,0,4,0,2,2,0,35,43,5,5,1,1,0,3,2,32,50,5,1,1,0,22,48,19,0,0,31,58,0,0,0,0
1100135,WOODS TWP.             ,0,2,13B,2,18000,0,0,N,O,WOODS TOWNSHIP                ,8,T,N,110,0135,12,120135,134,9,114,3,0,0,117,81,30,5,0,1,0,0,1,0,75,33,5,3,3,0,0,0,2,69,43,0,1,0,1,61,49,4,0,0,41,72,0,0,0,0
0050005,AMADOR TWP.            ,0,8,18B,2,14400,0,0,N,O,AMADOR TOWNSHIP               ,10,T,N,005,0005,13,130005,468,64,391,21,0,0,412,211,171,23,1,5,2,0,3,0,203,180,20,5,0,1,2,2,8,135,212,38,0,0,0,149,204,20,0,26,162,190,45,0,0,0
0150015,CENTER CITY            ,0,8,18B,3,14400,0,0,N,O,CENTER CITY CITY              ,10,C,N,015,0015,13,130015,395,54,307,29,0,0,336,146,157,24,0,5,1,0,4,0,147,158,22,6,0,2,3,1,8,95,193,32,0,0,0,94,170,11,0,40,132,169,24,0,0,0
0200020,CHISAGO CITY           ,0,8,18B,3,14400,0,0,N,O,CHISAGO CITY CITY             ,10,C,N,020,0020,13,130020,1669,335,1278,145,0,0,1423,653,655,71,0,27,8,0,18,1,642,627,91,26,3,6,2,15,8,426,801,116,0,0,0,454,695,56,0,140,571,653,110,0,0,0
0250025,CHISAGO LAKE TWP.(N)   ,0,8,18B,1,14400,0,0,N,O,CHISAGO LAKE TOWNSHIP         ,10,T,N,025,0025,13,130025,1395,230,1147,82,0,0,1229,611,518,79,0,13,4,0,7,2,614,492,84,20,8,4,2,6,8,404,660,115,0,0,0,448,559,65,0,107,520,529,134,0,0,0
0250030,CHISAGO LAKE TWP.(S)   ,0,8,18B,3,14400,0,0,N,O,CHISAGO LAKE TOWNSHIP         ,10,T,N,025,0030,13,130030,1321,218,1085,62,0,0,1147,570,504,58,0,6,0,0,5,1,580,479,66,13,3,4,0,6,8,389,646,72,0,0,0,437,534,52,0,75,501,540,69,0,0,0
0300035,FISH LAKE TWP.         ,0,8,18B,5,91100,0,0,N,O,FISH LAKE TOWNSHIP            ,10,T,N,030,0035,13,130035,972,159,807,53,0,0,860,417,372,47,2,17,2,2,13,0,412,360,57,19,4,5,2,8,8,268,479,79,0,0,0,285,418,61,0,63,320,428,84,0,0,0
0350040,FRANCONIA TWP.         ,0,8,18B,1,32300,0,0,N,O,FRANCONIA TOWNSHIP            ,10,T,N,035,0040,13,130040,829,144,720,41,0,0,761,385,325,34,2,13,5,0,7,1,371,312,55,16,2,4,3,7,8,239,410,64,0,0,0,257,349,32,0,79,339,324,63,0,0,0
0400045,HARRIS                 ,0,8,18B,5,13900,0,0,N,O,HARRIS CITY                   ,10,C,N,040,0045,13,130045,686,95,512,16,0,0,528,260,233,18,0,14,1,0,12,1,262,219,28,13,6,2,0,5,8,159,308,34,0,0,0,182,272,26,0,29,197,268,42,0,0,0
0450050,LENT TWP.              ,0,8,18A,1,14400,0,0,N,O,LENT TOWNSHIP                 ,10,T,N,045,0050,13,130050,1516,301,1317,56,0,0,1373,723,508,54,1,22,1,3,18,0,711,467,98,24,4,7,2,11,8,453,694,107,0,0,0,464,608,62,0,118,604,512,108,0,11,0
0500055,LINDSTROM              ,0,8,18B,3,14400,0,0,N,O,LINDSTROM CITY                ,10,C,N,050,0055,13,130055,2126,325,1650,146,0,0,1796,836,852,79,0,23,5,1,17,0,806,844,111,25,3,10,5,7,8,542,1065,120,0,0,0,599,935,76,0,124,728,863,144,0,0,0
0550060,NESSEL TWP.            ,0,8,18B,5,13900,0,0,N,O,NESSEL TOWNSHIP               ,10,T,N,055,0060,13,130060,1126,115,890,59,0,0,949,423,444,47,2,22,0,0,22,0,396,457,63,14,4,2,1,7,8,233,582,90,0,0,0,284,516,73,0,48,314,543,69,0,0,0
0600065,NORTH BRANCH P-N       ,0,8,18B,2,13800,0,0,Y,O,NORTH BRANCH CITY             ,10,C,N,060,0065,13,130065,1873,400,1568,80,0,0,1648,823,732,63,2,21,2,0,17,2,789,709,97,28,9,7,3,9,8,488,950,127,0,0,0,561,889,78,0,68,680,745,150,0,0,0
0600066,NORTH BRANCH P-S       ,0,8,18B,2,13800,0,0,Y,O,NORTH BRANCH CITY             ,10,C,N,060,0066,13,130066,1699,637,1754,128,0,0,1882,956,790,94,2,25,0,3,21,1,930,768,120,41,9,13,3,16,8,589,1058,145,0,0,0,640,975,99,0,99,807,857,161,0,0,0
0650070,RUSH CITY              ,0,8,18B,5,13900,0,0,N,O,RUSH CITY CITY                ,10,C,N,065,0070,13,130070,867,195,697,39,0,0,736,320,354,29,1,21,2,3,14,2,315,349,39,15,3,3,0,9,8,142,483,68,0,0,0,186,456,39,0,25,197,472,48,0,0,0
0700075,RUSHSEBA TWP.          ,0,8,18B,5,13900,0,0,N,O,RUSHSEBA TOWNSHIP             ,10,T,N,070,0075,13,130075,464,59,382,19,0,0,401,193,171,24,2,8,2,0,6,0,193,160,28,14,1,5,0,8,8,101,224,58,0,0,0,152,182,27,0,27,144,210,38,0,0,0
0740080,SHAFER                 ,0,8,18B,1,14400,0,0,N,O,SHAFER CITY                   ,10,C,N,074,0080,13,130080,201,47,147,5,0,0,152,63,76,12,0,1,0,0,1,0,61,67,14,7,1,1,0,5,8,36,96,16,0,0,0,44,75,8,0,23,49,81,18,0,0,0
0750085,SHAFER TWP.            ,0,8,18B,1,14400,0,0,N,O,SHAFER TOWNSHIP               ,10,T,N,075,0085,13,130085,552,73,465,18,0,0,483,228,214,27,1,10,1,0,9,0,225,209,33,14,2,5,1,6,8,144,286,36,0,0,0,147,255,18,0,51,212,216,43,0,0,0
0850090,STACY                  ,0,8,18A,4,13800,0,0,N,P,STACY CITY                    ,10,C,N,085,0090,13,130090,551,141,467,13,0,0,480,254,187,24,0,6,1,0,4,1,234,196,24,19,3,4,0,12,8,138,260,49,0,0,0,145,222,24,0,60,200,196,53,0,5,0
0900095,SUNRISE TWP.           ,0,8,18B,2,14400,0,0,N,O,SUNRISE TOWNSHIP              ,10,T,N,090,0095,13,130095,917,151,791,40,0,0,831,402,362,53,2,8,3,0,5,0,379,358,72,16,1,4,4,7,8,251,481,63,0,0,0,269,425,49,0,62,336,389,73,0,0,0
0950100,TAYLORS FALLS          ,0,8,18B,1,14400,0,0,N,O,TAYLORS FALLS CITY            ,10,C,N,095,0100,13,130100,565,68,418,23,0,0,441,202,201,29,1,4,0,1,3,0,200,200,27,10,1,2,1,6,8,133,249,44,0,0,0,142,226,17,0,39,179,213,37,0,0,0
1050105,WYOMING                ,0,8,18B,4,83100,0,0,N,O,WYOMING CITY                  ,10,C,N,105,0105,13,130105,1764,405,1541,85,0,0,1626,844,676,79,6,14,1,2,11,0,838,639,95,35,9,8,3,15,8,578,852,112,0,0,0,622,678,101,0,140,762,612,155,0,0,0
1060110,WYOMING TWP.           ,0,8,18B,4,13800,0,0,N,O,WYOMING TOWNSHIP              ,10,T,N,106,0110,13,130110,3097,477,2536,158,0,0,2694,1417,1091,148,3,28,3,3,22,0,1355,1039,224,45,8,9,9,19,8,948,1371,243,0,0,0,1048,1060,151,0,296,1200,1007,351,0,0,0
0050005,ALLIANCE TWP.          ,0,7,09B,3,15200,0,0,N,o,ALLIANCE TOWNSHIP             ,7,T,N,005,0005,14,140005,147,21,129,9,0,0,138,78,47,3,0,9,0,0,9,0,73,58,2,2,0,1,0,1,7,26,108,0,1,1,0,47,90,0,0,0,69,67,0,0,0,0
0100010,BARNESVILLE CITY W-1   ,1,7,09B,3,14600,0,0,N,O,BARNESVILLE CITY              ,7,C,N,010,0010,14,140010,399,81,345,9,0,0,354,163,163,9,0,9,0,1,8,0,137,197,7,3,0,1,0,2,7,62,281,0,2,2,0,112,225,0,0,0,155,181,0,0,0,0
0100015,BARNESVILLE CITY W-2   ,2,7,09B,3,14600,0,0,N,O,BARNESVILLE CITY              ,7,C,N,010,0015,14,140015,405,61,330,18,0,0,348,158,171,8,0,7,0,0,7,0,133,197,5,6,1,4,0,1,7,47,286,0,3,3,0,109,227,0,0,0,114,228,0,0,0,0
0100020,BARNESVILLE CITY W-3   ,3,7,09B,3,14600,0,0,N,O,BARNESVILLE CITY              ,7,C,N,010,0020,14,140020,326,68,274,17,0,0,291,130,139,10,0,9,0,0,9,0,117,153,9,2,1,0,0,1,7,56,220,0,6,6,0,99,186,0,0,0,116,169,0,0,0,0
0150025,BARNESVILLE TWP.       ,0,7,09B,3,14600,0,0,N,O,BARNESVILLE TOWNSHIP          ,7,T,N,015,0025,14,140025,83,10,71,3,0,0,74,42,29,2,0,1,0,0,1,0,34,35,2,1,0,1,0,0,7,11,60,0,1,1,0,22,48,0,0,0,38,34,0,0,0,0
0200030,COMSTOCK               ,0,7,09B,3,14600,0,0,N,O,COMSTOCK CITY                 ,7,C,N,020,0030,14,140030,66,7,58,5,0,0,63,28,31,2,0,1,0,0,1,0,25,35,1,1,1,0,0,0,7,12,48,0,2,2,0,21,41,0,0,0,18,45,0,0,0,0
0250035,CROMWELL TWP.          ,0,7,09B,2,91400,0,0,N,O,CROMWELL TOWNSHIP             ,7,T,N,025,0035,14,140035,183,34,159,2,0,0,161,77,71,5,0,5,0,0,5,0,74,82,1,2,0,1,0,1,7,18,140,0,2,2,0,43,116,0,0,0,65,92,0,0,0,0
0300040,DILWORTH               ,0,7,09B,2,15200,0,0,N,O,DILWORTH CITY                 ,7,C,N,030,0040,14,140040,1468,281,1212,77,0,0,1289,585,613,38,2,37,2,1,33,1,476,731,31,26,5,5,5,11,7,207,1027,0,31,31,0,291,966,0,0,0,248,1036,0,0,0,0
0350045,EGLON TWP.             ,0,7,09B,3,88900,0,0,N,O,EGLON TOWNSHIP                ,7,T,N,035,0045,14,140045,265,30,219,13,0,0,232,137,79,6,0,8,0,0,8,0,115,106,5,2,1,1,0,0,7,45,183,0,1,1,0,74,154,0,0,0,106,125,0,0,0,0
0400050,ELKTON TWP.            ,0,7,09B,3,16400,0,0,N,O,ELKTON TOWNSHIP               ,7,T,N,040,0050,14,140050,167,22,156,4,0,0,160,63,84,8,0,4,0,0,3,1,43,109,4,4,1,0,1,2,7,16,137,0,3,3,0,30,127,0,0,0,45,115,0,0,0,0
0450055,ELMWOOD TWP.           ,0,7,09B,3,14600,0,0,N,O,ELMWOOD TOWNSHIP              ,7,T,N,045,0055,14,140055,235,36,210,9,0,0,219,118,83,11,0,5,1,0,3,1,107,105,3,3,0,2,1,0,7,39,176,0,2,2,0,72,138,0,0,0,74,144,0,0,0,0
0490060,FELTON                 ,0,7,02A,2,16400,0,0,N,O,FELTON CITY                   ,7,C,N,049,0060,14,140060,107,13,95,1,0,0,96,45,43,5,0,2,0,0,2,0,35,59,0,0,0,0,0,0,7,15,76,0,3,3,0,29,63,0,0,0,37,53,0,0,0,0
0500065,FELTON TWP.            ,0,7,02A,2,85400,0,0,N,O,FELTON TOWNSHIP               ,7,T,N,050,0065,14,140065,63,6,56,1,0,0,57,35,17,3,0,1,0,0,1,0,34,21,0,1,0,1,0,0,7,19,37,0,1,1,0,27,29,0,0,0,26,29,0,0,0,0
0600070,FLOWING TWP.           ,0,7,02A,2,91400,0,0,N,O,FLOWING TOWNSHIP              ,7,T,N,060,0070,14,140070,65,5,49,7,0,0,56,32,22,1,0,1,0,1,0,0,26,28,1,1,0,0,0,1,7,10,44,0,1,1,0,16,37,0,0,0,18,35,0,0,0,0
0640075,GEORGETOWN             ,0,7,02A,2,14500,0,0,N,O,GEORGETOWN CITY               ,7,C,N,064,0075,14,140075,61,14,54,0,0,0,54,23,22,2,0,6,1,1,4,0,24,26,1,3,0,2,1,0,7,12,39,0,1,1,0,14,40,0,0,0,18,35,0,0,0,0
0650080,GEORGETOWN TWP.        ,0,7,02A,2,52700,0,0,N,O,GEORGETOWN TOWNSHIP           ,7,T,N,065,0080,14,140080,100,11,90,9,0,0,99,62,33,1,0,3,1,0,2,0,53,40,6,0,0,0,0,0,7,27,69,0,2,2,0,32,66,0,0,0,41,57,0,0,0,0
0740085,GLYNDON                ,0,7,09B,2,16400,0,0,N,O,GLYNDON CITY                  ,7,C,N,074,0085,14,140085,503,107,425,14,0,0,439,216,185,15,3,16,3,0,12,1,191,226,7,12,2,5,1,4,7,73,348,0,9,9,0,103,321,0,0,0,102,331,0,0,0,0
0750090,GLYNDON TWP.           ,0,7,09B,2,15200,0,0,N,O,GLYNDON TOWNSHIP              ,7,T,N,075,0090,14,140090,180,26,161,5,0,0,166,97,56,8,0,3,0,1,2,0,76,82,4,0,0,0,0,0,7,31,127,0,2,2,0,42,119,0,0,0,53,112,0,0,0,0
0850095,GOOSE PRAIRIE TWP.     ,0,7,02A,2,91400,0,0,N,O,GOOSE PRAIRIE TOWNSHIP        ,7,T,N,085,0095,14,140095,118,17,110,4,0,0,114,59,44,2,0,7,0,0,7,0,53,49,1,3,0,0,2,1,7,26,79,0,2,2,0,30,79,0,0,0,43,62,0,0,0,0
0900100,HAGEN TWP.             ,0,7,02A,2,85400,0,0,N,O,HAGEN TOWNSHIP                ,7,T,N,090,0100,14,140100,105,5,80,5,0,0,85,42,34,6,0,1,0,0,1,0,40,42,1,0,0,0,0,0,7,22,57,0,2,2,0,26,57,0,0,0,27,54,0,0,0,0
0940105,HAWLEY                 ,0,7,09B,2,15000,0,0,N,O,HAWLEY CITY                   ,7,C,N,094,0105,14,140105,1111,156,882,31,0,0,913,448,403,23,2,21,3,1,15,2,421,435,16,18,3,6,2,7,7,179,697,0,11,11,0,273,615,0,0,0,342,563,0,0,0,0
0950110,HAWLEY TWP.            ,0,7,09B,3,15000,0,0,N,O,HAWLEY TOWNSHIP               ,7,T,N,095,0110,14,140110,221,51,201,16,0,0,217,118,87,3,0,8,1,0,7,0,108,100,3,2,1,0,0,1,7,35,176,0,3,3,0,60,154,0,0,0,80,137,0,0,0,0
1050115,HIGHLAND GROVE TWP.    ,0,7,09B,2,88900,0,0,N,O,HIGHLAND GROVE TOWNSHIP       ,7,T,N,105,0115,14,140115,165,21,143,11,0,0,154,74,60,11,0,8,0,0,8,0,68,80,3,3,0,2,0,1,7,30,117,0,3,3,0,53,99,0,0,0,58,94,0,0,0,0
1100120,HITTERDAL              ,0,7,09B,2,91400,0,0,N,O,HITTERDAL CITY                ,7,C,N,110,0120,14,140120,131,18,116,2,0,0,118,45,58,5,0,9,0,0,9,0,44,65,3,1,0,1,0,0,7,20,92,0,3,3,0,53,61,0,0,0,36,81,0,0,0,0
1150125,HOLY CROSS TWP.        ,0,7,09B,3,15200,0,0,N,O,HOLY CROSS TOWNSHIP           ,7,T,N,115,0125,14,140125,84,7,75,3,0,0,78,48,27,1,0,2,0,0,2,0,41,33,2,0,0,0,0,0,7,26,47,0,2,2,0,40,36,0,0,0,42,35,0,0,0,0
1200130,HUMBOLDT TWP.          ,0,7,09B,3,14600,0,0,N,O,HUMBOLDT TOWNSHIP             ,7,T,N,120,0130,14,140130,121,27,119,8,0,0,127,83,39,3,0,2,1,0,1,0,64,58,0,1,0,0,1,0,7,29,97,0,0,0,0,43,81,0,0,0,70,56,0,0,0,0
1250135,KEENE TWP.             ,0,7,02A,2,15000,0,0,N,O,KEENE TOWNSHIP                ,7,T,N,125,0135,14,140135,89,6,68,0,0,0,68,27,31,1,0,6,0,0,6,0,28,33,3,0,0,0,0,0,7,6,59,0,1,1,0,19,42,0,0,0,25,36,0,0,0,0
1300140,KRAGNES TWP.           ,0,7,02A,4,16400,0,0,N,O,KRAGNES TOWNSHIP              ,7,T,N,130,0140,14,140140,180,29,157,17,0,0,174,125,40,4,0,5,1,0,4,0,114,52,4,2,0,0,1,1,7,55,115,0,2,2,0,83,85,0,0,0,103,61,0,0,0,0
1350145,KURTZ TWP.             ,0,7,09B,3,15200,0,0,N,O,KURTZ TOWNSHIP                ,7,T,N,135,0145,14,140145,188,21,152,10,0,0,162,93,60,7,0,2,0,0,2,0,88,67,4,2,0,1,0,1,7,33,125,0,3,3,0,60,101,0,0,0,65,96,0,0,0,0
1400150,MOLAND TWP.            ,0,7,09B,2,15200,0,0,N,O,MOLAND TOWNSHIP               ,7,T,N,140,0150,14,140150,172,27,148,9,0,0,157,117,27,7,0,6,0,0,6,0,104,44,8,0,0,0,0,0,7,48,105,0,2,2,0,60,96,0,0,0,58,99,0,0,0,0
1450155,MOORHEAD CITY W-1 P-1  ,1,7,09A,4,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0155,14,140155,1225,215,971,73,0,0,1044,517,472,30,1,21,2,1,18,0,457,544,18,9,1,1,5,2,7,250,744,0,20,20,0,338,669,0,0,0,756,268,0,0,0,0
1450160,MOORHEAD CITY W-1 P-2  ,1,7,09A,4,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0160,14,140160,1232,280,1046,85,0,0,1131,496,539,46,1,39,2,2,35,0,440,605,31,29,2,6,7,14,7,233,835,0,17,17,0,314,762,0,0,0,755,338,0,0,0,0
1450165,MOORHEAD CITY W-1 P-3  ,1,7,09A,4,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0165,14,140165,1106,228,787,87,0,0,874,358,451,45,3,10,2,1,7,0,304,477,28,35,7,10,3,15,7,152,637,0,26,26,0,226,578,0,0,0,514,304,0,0,0,0
1450170,MOORHEAD CITY W-2 P-1  ,2,7,09A,1,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0170,14,140170,1155,370,992,65,0,0,1057,402,555,88,2,7,2,1,4,0,343,615,29,35,2,14,7,12,7,193,756,0,26,26,0,271,699,0,0,0,590,394,0,0,0,0
1450175,MOORHEAD CITY W-2 P-2  ,2,7,09A,1,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0175,14,140175,956,522,829,16,0,0,845,343,435,56,2,5,1,0,3,1,313,423,54,19,1,8,3,7,7,204,535,0,20,20,0,250,480,0,0,0,414,329,0,0,0,0
1450180,MOORHEAD CITY W-2 P-3  ,2,7,09A,1,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0180,14,140180,1143,337,1043,62,0,0,1105,553,451,58,1,36,6,5,25,0,484,527,32,35,3,8,8,16,7,271,781,0,18,18,0,391,669,0,0,0,775,291,0,0,0,0
1450185,MOORHEAD CITY W-3 P-1  ,3,7,09A,5,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0185,14,140185,1386,241,1149,81,0,0,1230,587,562,58,0,18,4,2,12,0,524,625,43,20,2,4,6,8,7,308,856,0,24,24,0,409,775,0,0,0,876,329,0,0,0,0
1450190,MOORHEAD CITY W-3 P-2  ,3,7,09A,5,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0190,14,140190,995,414,880,107,0,0,987,468,421,71,3,14,4,1,8,1,402,463,18,30,5,6,7,12,7,242,532,0,15,15,0,312,444,0,0,0,495,270,0,0,0,0
1450195,MOORHEAD CITY W-3 P-3  ,3,7,09A,5,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0195,14,140195,1915,364,1620,158,0,0,1778,1057,652,46,0,15,2,2,11,0,947,753,38,20,3,3,7,7,7,439,1285,0,23,23,0,679,1042,0,0,0,1460,292,0,0,0,0
1450200,MOORHEAD CITY W-4 P-1  ,4,7,09A,1,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0200,14,140200,1580,369,1370,81,0,0,1451,770,592,53,2,26,4,1,19,2,664,699,43,27,2,8,6,11,7,367,1019,0,25,25,0,491,909,0,0,0,1057,362,0,0,0,0
