FIPS_VTD,PRECINCT NAME,WD,CG,LEG,CM,S DST,S1,S2,C,V,MCD NAME        ,JD,TC,ME,MCD,PRCT,CC,COVTD,7am ,EDR,Signatures,AB-Reg,AB-Fed,AB-Pres,Ballots,PresR,PresDFL,PresG,PresCP,PresOther,PresLib,PresRP,PresRPM,PresSWP,USSenR,USSenDFL,USSenInd,USSenOther,USSenCP,USSenSWP,USSenLib,USSenGRP,CONG_DIST,CongR,CongDFL,CongInd,CongOther,CongCP,CongLib,MNSenR,MNSenDFL,MNSenInd,MNSenCP,MNSenNP,MNLegR,MNLegDFL,MNLegInd,MNLegCP,MNLegLib,MNLegG
1450205,MOORHEAD CITY W-4 P-2  ,4,7,09A,5,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0205,14,140205,1637,408,1436,116,0,0,1552,718,729,70,3,22,3,1,17,1,647,815,31,39,1,17,7,14,7,329,1160,0,17,17,0,501,992,0,0,0,1114,402,0,0,0,0
1450210,MOORHEAD CITY W-4 P-3  ,4,7,09A,3,15200,0,0,N,O,MOORHEAD CITY                 ,7,C,N,145,0210,14,140210,1335,294,1156,84,0,0,1240,661,498,43,1,33,4,2,25,2,606,560,33,17,2,7,2,6,7,311,866,0,23,23,0,429,760,0,0,0,899,301,0,0,0,0
1500215,MOORHEAD TWP.          ,0,7,09A,3,16400,0,0,N,O,MOORHEAD TOWNSHIP             ,7,T,N,150,0215,14,140215,244,44,220,13,0,0,233,130,88,7,0,4,0,0,3,1,108,112,7,0,0,0,0,0,7,54,171,0,3,3,0,88,139,0,0,0,185,45,0,0,0,0
1550220,MORKEN TWP.            ,0,7,02A,2,15200,0,0,N,O,MORKEN TOWNSHIP               ,7,T,N,155,0220,14,140220,120,10,92,10,0,0,102,61,37,1,0,2,0,0,2,0,50,49,1,1,0,1,0,0,7,16,83,0,0,0,0,38,60,0,0,0,48,49,0,0,0,0
1600225,OAKPORT TWP.           ,0,7,09B,4,15200,0,0,N,O,OAKPORT TOWNSHIP              ,7,T,N,160,0225,14,140225,970,163,838,65,0,0,903,505,330,36,2,28,0,1,27,0,453,398,28,11,1,0,3,7,7,220,645,0,7,7,0,309,565,0,0,0,346,553,0,0,0,0
1650230,PARKE TWP.             ,0,7,09B,3,54800,0,0,N,O,PARKE TOWNSHIP                ,7,T,N,165,0230,14,140230,272,33,218,19,0,0,237,145,79,6,1,6,1,0,5,0,118,110,4,2,1,0,0,1,7,50,182,0,2,2,0,86,146,0,0,0,112,122,0,0,0,0
1700235,RIVERTON TWP.          ,0,7,09B,2,15000,0,0,N,O,RIVERTON TOWNSHIP             ,7,T,N,170,0235,14,140235,239,39,199,14,0,0,213,124,73,6,1,6,1,0,5,0,104,91,8,7,3,2,1,1,7,42,159,0,5,5,0,70,135,0,0,0,62,148,0,0,0,0
1750240,SABIN                  ,0,7,09B,3,15200,0,0,N,O,SABIN CITY                    ,7,C,N,175,0240,14,140240,250,49,198,9,0,0,207,116,72,11,1,4,0,0,4,0,95,94,6,7,1,1,2,3,7,46,148,0,5,5,0,67,133,0,0,0,60,142,0,0,0,0
1800245,SKREE TWP.             ,0,7,09B,3,15000,0,0,N,O,SKREE TOWNSHIP                ,7,T,N,180,0245,14,140245,89,9,81,4,0,0,85,46,32,5,0,2,0,0,2,0,41,42,2,0,0,0,0,0,7,17,68,0,0,0,0,29,56,0,0,0,46,39,0,0,0,0
1850250,SPRING PRAIRIE TWP.    ,0,7,09B,2,15000,0,0,N,O,SPRING PRAIRIE TOWNSHIP       ,7,T,N,185,0250,14,140250,128,13,99,8,0,0,107,43,50,4,1,9,0,1,8,0,38,55,6,4,3,1,0,0,7,12,78,0,15,15,0,25,80,0,0,0,26,81,0,0,0,0
1900255,TANSEM TWP.            ,0,7,09B,3,54800,0,0,N,O,TANSEM TOWNSHIP               ,7,T,N,190,0255,14,140255,122,29,112,0,0,0,112,56,50,3,0,1,0,0,1,0,60,47,3,2,0,0,1,1,7,26,83,0,2,2,0,37,72,0,0,0,53,54,0,0,0,0
1940260,ULEN                   ,0,7,02A,2,91400,0,0,N,O,ULEN CITY                     ,7,C,N,194,0260,14,140260,317,26,220,26,0,0,246,116,112,2,0,8,1,0,6,1,87,130,7,8,1,3,1,3,7,33,193,0,3,3,0,42,188,0,0,0,84,140,0,0,0,0
1950265,ULEN TWP.              ,0,7,02A,2,91400,0,0,N,O,ULEN TOWNSHIP                 ,7,T,N,195,0265,14,140265,83,13,71,7,0,0,78,44,26,3,0,3,0,0,3,0,39,34,2,0,0,0,0,0,7,14,59,0,1,1,0,25,52,0,0,0,32,42,0,0,0,0
2050270,VIDING TWP.            ,0,7,02A,2,85400,0,0,N,O,VIDING TOWNSHIP               ,7,T,N,205,0270,14,140270,68,12,54,3,0,0,57,28,24,5,0,0,0,0,0,0,23,31,2,1,1,0,0,0,7,6,48,0,1,1,0,16,39,0,0,0,21,31,0,0,0,0
0050005,BAGLEY CITY            ,0,7,02B,1,16200,0,0,N,P,BAGLEY CITY                   ,9,C,N,005,0005,15,150005,588,109,457,62,0,0,519,250,239,14,2,8,0,0,8,0,218,265,13,10,4,3,1,2,7,142,351,0,3,3,0,210,288,0,0,0,303,209,0,0,0,0
0100010,BEAR CREEK TWP.        ,0,7,02B,3,16200,0,0,N,P,BEAR CREEK TOWNSHIP           ,9,T,N,010,0010,15,150010,83,4,53,5,0,0,58,31,20,3,0,4,1,0,3,0,31,23,1,3,0,0,1,2,7,17,37,0,4,4,0,28,29,0,0,0,32,26,0,0,0,0
0150015,CLEARBROOK CITY        ,0,7,02B,4,31100,0,0,N,P,CLEARBROOK CITY               ,9,C,N,015,0015,15,150015,330,63,262,28,0,0,290,161,113,9,0,3,0,0,3,0,141,132,4,6,2,3,0,1,7,76,200,0,2,2,0,118,164,0,0,0,111,167,0,0,0,0
0200020,CLOVER TWP.            ,0,7,02B,4,31100,0,0,N,P,CLOVER TOWNSHIP               ,9,T,N,020,0020,15,150020,56,12,52,3,0,0,55,37,12,5,0,1,0,0,1,0,36,18,1,0,0,0,0,0,7,12,41,0,1,1,0,30,23,0,0,0,20,34,0,0,0,0
0250025,COPLEY TWP.            ,0,7,02B,3,16200,0,0,N,P,COPLEY TOWNSHIP               ,9,T,N,025,0025,15,150025,428,64,387,18,0,0,405,228,149,18,0,4,1,0,3,0,227,158,9,7,2,2,1,2,7,128,263,0,7,7,0,190,207,0,0,0,251,146,0,0,0,0
0300030,DUDLEY TWP.            ,0,7,02B,4,16200,0,0,N,P,DUDLEY TOWNSHIP               ,9,T,N,030,0030,15,150030,148,23,128,4,0,0,132,81,36,5,1,8,0,1,7,0,79,40,2,6,2,0,1,3,7,50,68,0,5,5,0,71,56,0,0,0,71,59,0,0,0,0
0350035,EDDY TWP.              ,0,7,02B,5,16200,0,0,N,P,EDDY TOWNSHIP                 ,9,T,N,035,0035,15,150035,197,20,172,7,0,0,179,101,62,8,0,8,0,2,5,1,94,73,6,3,0,1,2,0,7,45,125,0,3,3,0,78,97,0,0,0,77,100,0,0,0,0
0400040,FALK TWP.              ,0,7,02B,2,16200,0,0,N,P,FALK TOWNSHIP                 ,9,T,N,040,0040,15,150040,108,14,87,1,0,0,88,50,35,1,0,1,0,0,1,0,47,35,1,0,0,0,0,0,7,24,60,0,1,1,0,37,47,0,0,0,55,33,0,0,0,0
0450045,GONVICK CITY           ,0,7,02B,5,31100,0,0,N,P,GONVICK CITY                  ,9,C,N,045,0045,15,150045,190,38,148,8,0,0,156,65,74,7,0,5,0,0,5,0,68,76,4,4,1,2,1,0,7,27,118,0,4,4,0,71,78,0,0,0,43,107,0,0,0,0
0500050,GREENWOOD TWP.         ,0,7,02B,4,31100,0,0,N,P,GREENWOOD TOWNSHIP            ,9,T,N,050,0050,15,150050,72,5,51,6,0,0,57,34,22,0,0,1,0,1,0,0,31,24,1,1,0,0,0,1,7,22,33,0,0,0,0,27,29,0,0,0,26,31,0,0,0,0
0550055,HANGAARD TWP           ,0,7,02B,5,31100,0,0,N,P,HANGAARD TOW SHIP             ,9,T,N,055,0055,15,150055,6,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
0550056,RED LAKE RESERVATION   ,0,7,02B,5,3800,0,0,N,P,NORTH CLEARWATER UNORG.       ,9,U,Y,055,0056,15,150056,5,1,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0
0600060,HOLST TWP.             ,0,7,02B,5,16200,0,0,N,P,HOLST TOWNSHIP                ,9,T,N,060,0060,15,150060,181,11,149,5,0,0,154,87,60,6,0,1,1,0,0,0,79,64,5,3,0,1,1,1,7,32,112,0,4,4,0,74,78,0,0,0,62,90,0,0,0,0
0650065,ITASCA TWP             ,0,7,02B,2,16200,0,0,N,P,ITASCA TOWNSHIP               ,9,T,N,065,0065,15,150065,97,7,104,11,0,0,115,48,33,1,0,0,0,0,0,0,37,41,3,0,0,0,0,0,7,24,53,0,0,0,0,39,41,0,0,0,45,35,0,0,0,0
0700070,LA PRAIRIE TWP.        ,0,7,02B,2,16200,0,0,N,P,LA PRAIRIE TOWNSHIP           ,9,T,N,070,0070,15,150070,91,48,115,2,0,0,117,49,64,4,0,0,0,0,0,0,49,63,0,3,0,1,1,1,7,28,83,0,2,2,0,38,76,0,0,0,58,57,0,0,0,0
0770075,LEON TWP.              ,0,7,02B,4,31100,0,0,N,P,LEON TOWNSHIP                 ,9,T,N,077,0075,15,150075,197,30,172,9,0,0,181,123,47,7,0,3,1,0,2,0,115,54,2,4,0,2,0,2,7,48,118,0,3,3,0,97,82,0,0,0,74,102,0,0,0,0
0800080,LEONARD CITY           ,0,7,02B,4,31100,0,0,N,P,LEONARD CITY                  ,9,C,N,080,0080,15,150080,22,1,19,0,0,0,19,7,10,2,0,0,0,0,0,0,9,9,1,0,0,0,0,0,7,8,10,0,0,0,0,8,10,0,0,0,8,10,0,0,0,0
0850085,MINERVA TWP.           ,0,7,02B,2,16200,0,0,N,P,MINERVA TOWNSHIP              ,9,T,N,085,0085,15,150085,155,18,127,9,0,0,136,88,44,1,2,0,0,0,0,0,88,42,2,2,0,0,0,2,7,40,87,0,3,3,0,63,69,0,0,0,78,56,0,0,0,0
0900090,MOOSE CREEK TWP.       ,0,7,02B,3,16200,0,0,N,P,MOOSE CREEK TOWNSHIP          ,9,T,N,090,0090,15,150090,122,16,109,9,0,0,118,61,49,7,0,1,0,1,0,0,61,49,3,1,0,1,0,0,7,29,83,0,3,3,0,51,63,0,0,0,73,44,0,0,0,0
0950095,NORA TWP.              ,0,7,02B,2,16200,0,0,N,P,NORA TOWNSHIP                 ,9,T,N,095,0095,15,150095,217,41,204,13,0,0,217,134,66,7,0,7,0,0,7,0,179,31,5,1,1,0,0,0,7,64,146,0,3,3,0,104,109,0,0,0,136,77,0,0,0,0
1000100,PINE LAKE TWP.         ,0,7,02B,5,31100,0,0,N,P,PINE LAKE TOWNSHIP            ,9,T,N,100,0100,15,150100,233,15,172,9,0,0,181,103,64,5,1,6,0,0,6,0,105,71,2,3,0,2,0,1,7,57,119,0,3,3,0,94,86,0,0,0,84,96,0,0,0,0
1050105,POPPLE TWP.            ,0,7,02B,1,16200,0,0,N,P,POPPLE TOWNSHIP               ,9,T,N,105,0105,15,150105,242,44,217,9,0,0,226,117,88,15,0,4,0,0,4,0,113,100,4,3,0,0,2,1,7,62,154,0,4,4,0,112,109,0,0,0,132,91,0,0,0,0
1100110,RICE TWP               ,0,7,02B,2,16200,0,0,N,P,RICE TOWNSHIP                 ,9,T,N,110,0110,15,150110,61,0,53,0,0,0,53,41,7,3,1,0,0,0,0,0,39,11,0,2,0,1,0,1,7,26,20,0,2,2,0,38,12,0,0,0,41,11,0,0,0,0
1140115,SHEVLIN CITY           ,0,7,02B,3,16200,0,0,N,P,SHEVLIN CITY                  ,9,C,N,114,0115,15,150115,67,18,58,4,0,0,62,28,30,0,0,3,0,0,3,0,20,35,1,1,0,1,0,0,7,14,43,0,0,0,0,20,38,0,0,0,29,32,0,0,0,0
1150120,SHEVLIN TWP.           ,0,7,02B,3,16200,0,0,N,P,SHEVLIN TOWNSHIP              ,9,T,N,115,0120,15,150120,187,27,148,16,0,0,164,103,53,2,0,6,0,0,6,0,97,64,2,1,0,1,0,0,7,55,103,0,2,2,0,91,71,0,0,0,95,67,0,0,0,0
1250125,SINCLAIR TWP.          ,0,7,02B,4,31100,0,0,N,P,SINCLAIR TOWNSHIP             ,9,T,N,125,0125,15,150125,120,7,92,9,0,0,101,67,29,2,1,1,0,0,1,0,64,35,2,0,0,0,0,0,7,37,63,0,1,1,0,48,52,0,0,0,38,63,0,0,0,0
1300130,WINSOR TWP.            ,0,7,02B,5,31100,0,0,N,P,WINSOR TOWNSHIP               ,9,T,N,130,0130,15,150130,81,6,65,4,0,0,69,28,37,0,0,4,0,0,4,0,29,36,2,0,0,0,0,0,7,13,52,0,3,3,0,30,39,0,0,0,22,47,0,0,0,0
1430135,S. CLEARWATER 143-36   ,0,7,02B,2,16200,0,0,Y,P,SOUTH CLEARWATER UNORG.       ,9,U,N,143,0135,15,150135,6,0,5,0,0,0,5,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,5,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0
1430140,S. CLEARWATER 143-37   ,0,7,02B,2,16200,0,0,Y,P,SOUTH CLEARWATER UNORG.       ,9,U,N,143,0140,15,150140,31,1,28,0,0,0,28,13,14,1,0,0,0,0,0,0,11,16,1,0,0,0,0,0,7,8,20,0,0,0,0,7,21,0,0,0,11,17,0,0,0,0
0030005,COLVILL PREC 3         ,0,8,06A,1,16600,0,0,N,O,EAST COOK UNORG.              ,6,U,Y,003,0005,16,160005,298,24,265,0,0,0,265,128,92,36,3,4,0,1,3,0,123,117,10,10,3,1,2,4,8,62,169,22,0,0,0,82,158,0,0,0,0,174,0,0,0,0
0050010,GRAND MARAIS EAST P-5  ,0,8,06A,2,16600,0,0,N,O,GRAND MARAIS CITY             ,6,C,N,005,0010,16,160010,570,44,410,63,0,0,473,193,232,33,1,8,1,0,7,0,202,252,3,9,1,3,0,5,8,118,322,21,0,0,0,149,302,0,0,0,0,349,0,0,0,0
0050015,GRAND MARAIS WEST P-6  ,0,8,06A,3,16600,0,0,N,O,GRAND MARAIS CITY/UNORGANIZED ,6,C,N,005,0015,16,160015,446,54,300,70,0,0,370,178,156,26,1,2,0,0,2,0,164,180,10,8,2,3,3,0,8,89,247,24,0,0,0,122,233,0,0,0,0,263,0,0,0,0
0060020,GRAND PORTAGE PREC 1   ,0,8,06A,1,16600,0,0,N,O,GRAND PORTAGE UNORG.          ,6,U,Y,006,0020,16,160020,156,16,125,0,0,0,125,27,74,21,0,3,1,0,2,0,24,83,8,8,0,1,0,7,8,15,103,6,0,0,0,21,101,0,0,0,0,109,0,0,0,0
0030025,HOVLAND PREC 2         ,0,8,06A,1,16600,0,0,N,O,EAST COOK UNORG.              ,6,U,Y,003,0025,16,160025,231,6,200,1,0,0,201,88,60,27,19,6,4,0,2,0,83,83,5,27,20,0,5,2,8,69,94,29,0,0,0,87,98,0,0,0,0,118,0,0,0,0
0160030,CASCADE PIKE LAKE P-7  ,0,8,06A,3,16600,0,0,N,O,LUTSEN TWP./UNORGANIZED       ,6,T,Y,016,0030,16,160030,340,41,308,16,0,0,324,143,129,44,1,1,1,0,0,0,132,162,5,14,1,3,1,9,8,59,228,25,0,0,0,94,209,0,0,0,0,214,0,0,0,0
0160035,LUTSEN PREC 8          ,0,8,06A,5,16600,0,0,N,O,LUTSEN TWP.                   ,6,T,Y,016,0035,16,160035,313,22,273,20,0,0,293,134,115,37,0,4,0,1,3,0,129,139,11,9,1,2,0,6,8,96,161,28,0,0,0,123,159,0,0,0,0,207,0,0,0,0
0160040,MAPLE HILL PREC 4      ,0,8,06A,4,16600,0,0,N,O,WEST COOK UNORG.              ,6,U,Y,016,0040,16,160040,655,39,527,69,0,0,596,318,212,50,0,9,1,2,5,1,294,246,27,14,0,6,4,4,8,160,373,41,0,0,0,183,371,0,0,0,0,407,0,0,0,0
0080045,SCHROEDER TWP. P-10    ,0,8,06A,5,16600,0,0,N,O,SCHROEDER TOWNSHIP            ,6,T,Y,008,0045,16,160045,117,4,93,2,0,0,95,43,43,6,0,0,0,0,0,0,38,49,1,1,0,0,0,1,8,23,61,5,0,0,0,33,54,0,0,0,0,57,0,0,0,0
0090050,TOFTE TWP. PREC 9      ,0,8,06A,5,16600,0,0,N,O,TOFTE TOWNSHIP                ,6,T,Y,009,0050,16,160050,128,18,110,4,0,0,114,43,58,10,0,2,0,1,1,0,35,66,6,6,0,1,0,5,8,31,71,9,0,0,0,44,67,0,0,0,0,87,0,0,0,0
0050005,AMBOY TWP.             ,0,2,22B,4,88400,0,0,N,O,AMBOY TOWNSHIP                ,5,T,N,005,0005,17,170005,122,4,89,3,0,0,92,61,27,2,0,1,0,0,1,0,56,34,0,0,0,0,0,0,2,57,31,3,0,0,0,36,55,0,0,0,68,23,0,0,0,0
0100010,AMO TWP.               ,0,2,22B,1,88400,0,0,N,O,AMO TOWNSHIP                  ,5,T,N,010,0010,17,170010,92,3,67,3,0,0,70,43,21,2,1,2,0,0,2,0,37,30,2,1,1,0,0,0,2,39,29,2,0,0,0,24,46,0,0,0,55,15,0,0,0,0
0150015,ANN TWP.               ,0,2,22A,2,64100,0,0,N,O,ANN TOWNSHIP                  ,5,T,N,015,0015,17,170015,139,5,114,8,0,0,122,63,53,4,0,1,0,0,1,0,55,60,5,2,0,0,0,2,2,46,69,6,1,1,0,44,77,0,0,0,60,62,0,0,0,0
0200020,BINGHAM LAKE           ,0,2,22B,4,17700,0,0,N,O,BINGHAM LAKE CITY             ,5,C,N,020,0020,17,170020,90,13,77,3,0,0,80,34,40,1,1,3,0,0,3,0,22,45,5,4,1,2,0,1,2,36,40,1,0,0,0,21,57,0,0,0,45,31,0,0,0,0
0250025,CARSON TWP.            ,0,2,22B,4,88400,0,0,N,O,CARSON TOWNSHIP               ,5,T,N,025,0025,17,170025,194,20,159,0,16,0,175,123,36,9,0,5,0,0,5,0,119,46,6,2,1,0,0,1,2,103,63,4,0,0,0,77,93,0,0,0,150,22,0,0,0,0
0300030,COMFREY                ,0,2,22B,4,8100,0,0,N,O,COMFREY CITY                  ,5,C,N,030,0030,17,170030,11,0,7,0,0,0,7,1,5,1,0,0,0,0,0,0,2,4,1,0,0,0,0,0,2,0,7,0,0,0,0,2,5,0,0,0,5,2,0,0,0,0
0350035,DALE TWP.              ,0,2,22B,1,88400,0,0,N,O,DALE TOWNSHIP                 ,5,T,N,035,0035,17,170035,110,4,91,7,0,0,98,54,37,1,0,4,0,0,4,0,45,50,3,0,0,0,0,0,2,43,55,0,0,0,0,31,66,0,0,0,71,26,0,0,0,0
0400040,DELTON TWP.            ,0,2,22B,4,88400,0,0,N,O,DELTON TOWNSHIP               ,5,T,N,040,0040,17,170040,88,10,58,6,0,0,64,37,20,5,0,2,0,0,2,0,37,23,3,0,0,0,0,0,2,36,24,1,1,1,0,23,39,0,0,0,52,10,0,0,0,0
0450045,GERMANTOWN TWP.        ,0,2,22B,2,88400,0,0,N,O,GERMANTOWN TOWNSHIP           ,5,T,N,045,0045,17,170045,148,10,115,1,2,0,118,90,25,3,0,0,0,0,0,0,73,36,8,0,0,0,0,0,2,81,33,3,1,0,1,61,55,0,0,0,98,18,0,0,0,0
0500050,GREAT BEND TWP.        ,0,2,22B,1,17700,0,0,N,O,GREAT BEND TOWNSHIP           ,5,T,N,050,0050,17,170050,230,18,189,7,0,0,196,95,88,8,0,4,1,1,2,0,81,98,12,3,1,0,0,2,2,85,96,7,5,1,4,65,130,0,0,0,120,70,0,0,0,0
0550055,HIGHWATER TWP.         ,0,2,22B,2,63300,0,0,N,O,HIGHWATER TOWNSHIP            ,5,T,N,055,0055,17,170055,124,7,98,7,0,0,105,61,34,10,0,0,0,0,0,0,55,42,6,2,0,1,0,1,2,53,50,2,0,0,0,33,68,0,0,0,73,29,0,0,0,0
0600060,JEFFERS                ,0,2,22B,4,88400,0,0,N,O,JEFFERS CITY                  ,5,C,N,060,0060,17,170060,265,20,182,9,0,0,191,77,98,4,0,7,2,0,5,0,79,95,8,5,1,2,1,1,2,72,108,5,1,1,0,57,128,0,0,0,129,57,0,0,0,0
0650065,LAKESIDE TWP.          ,0,2,22B,4,17700,0,0,N,O,LAKESIDE TOWNSHIP             ,5,T,N,065,0065,17,170065,186,21,156,17,0,0,173,103,62,4,0,2,0,0,2,0,91,70,9,1,0,0,0,1,2,82,87,1,0,0,0,59,104,0,0,0,131,38,0,0,0,0
0700070,MIDWAY TWP.            ,0,2,22B,5,83600,0,0,N,O,MIDWAY TOWNSHIP               ,5,T,N,070,0070,17,170070,185,15,159,11,0,0,170,106,52,7,0,3,0,0,3,0,104,61,2,1,0,1,0,0,2,101,63,2,2,2,0,78,87,0,0,0,143,25,0,0,0,0
0740075,MOUNTAIN LAKE P-1      ,1,2,22B,5,17300,0,0,N,O,MOUNTAIN LAKE CITY            ,5,C,N,074,0075,17,170075,682,65,522,54,0,0,576,389,148,11,1,5,1,1,2,1,357,183,17,4,1,0,0,3,2,347,195,5,4,2,2,278,260,0,0,0,450,98,0,0,0,0
0740080,MOUNTAIN LAKE P-2      ,2,2,22B,5,17300,0,0,N,O,MOUNTAIN LAKE CITY            ,5,C,N,074,0080,17,170080,474,50,367,30,0,0,397,254,114,9,3,9,0,0,8,1,233,135,9,8,4,3,0,1,2,215,147,9,1,0,1,182,184,0,0,0,295,83,0,0,0,0
0750085,MOUNTAIN LAKE TWP.     ,0,2,22B,5,17700,0,0,N,O,MOUNTAIN LAKE TOWNSHIP        ,5,T,N,075,0085,17,170085,172,26,139,5,0,0,144,106,32,5,1,0,0,0,0,0,97,39,7,0,0,0,0,0,2,95,48,0,1,0,1,75,62,0,0,0,117,23,0,0,0,0
0850090,ROSEHILL TWP.          ,0,2,22A,2,88400,0,0,N,O,ROSE HILL TOWNSHIP            ,5,T,N,085,0090,17,170090,102,11,87,1,0,0,88,44,38,3,0,2,1,0,1,0,42,42,1,2,1,1,0,0,2,41,45,1,0,0,0,30,57,0,0,0,37,49,0,0,0,0
0900095,SELMA TWP.             ,0,2,22B,4,17300,0,0,N,O,SELMA TOWNSHIP                ,5,T,N,090,0095,17,170095,127,13,116,1,0,0,117,72,36,8,0,1,0,0,1,0,61,48,6,1,1,0,0,0,2,62,53,1,0,0,0,42,72,0,0,0,95,18,0,0,0,0
0950100,SOUTHBROOK TWP.        ,0,2,22A,2,50500,0,0,N,O,SOUTHBROOK TOWNSHIP           ,5,T,N,095,0100,17,170100,61,8,55,3,0,0,58,35,21,2,0,0,0,0,0,0,32,19,5,1,0,1,0,0,2,28,27,2,0,0,0,16,41,0,0,0,25,30,0,0,0,0
1000105,SPRINGFIELD TWP.       ,0,2,22B,2,33000,0,0,N,O,SPRINGFIELD TOWNSHIP          ,5,T,N,100,0105,17,170105,111,2,73,3,0,0,76,33,37,2,0,3,0,0,2,1,28,42,4,2,1,0,0,1,2,32,42,1,0,0,0,25,51,0,0,0,46,30,0,0,0,0
1040110,STORDEN                ,0,2,22B,1,88400,0,0,N,O,STORDEN CITY                  ,5,C,N,104,0110,17,170110,170,9,124,12,0,0,136,69,54,5,0,3,0,1,2,0,71,59,1,0,0,0,0,0,2,66,61,4,1,0,1,40,90,0,0,0,97,31,0,0,0,0
1050115,STORDEN TWP.           ,0,2,22B,1,63300,0,0,N,O,STORDEN TOWNSHIP              ,5,T,N,105,0115,17,170115,131,15,98,9,0,0,107,66,32,8,0,1,0,0,1,0,68,35,2,2,0,0,0,2,2,54,50,2,1,0,1,48,59,0,0,0,85,20,0,0,0,0
1140120,WESTBROOK              ,0,2,22A,2,17500,0,0,N,O,WESTBROOK CITY                ,5,C,N,114,0120,17,170120,482,61,396,24,0,0,420,209,190,9,2,6,0,0,6,0,185,197,19,9,3,4,0,2,2,182,218,11,2,1,1,128,283,0,0,0,158,253,0,0,0,0
1150125,WESTBROOK TWP.         ,0,2,22A,2,17500,0,0,N,O,WESTBROOK TOWNSHIP            ,5,T,N,115,0125,17,170125,163,17,134,6,0,0,140,71,63,3,0,2,0,0,2,0,76,60,2,1,0,0,0,1,2,72,64,2,0,0,0,52,87,0,0,0,62,75,0,0,0,0
1250130,WINDOM W-1 P-1         ,A1,2,22B,3,17700,0,0,N,O,WINDOM CITY                   ,5,C,N,125,0130,17,170130,690,91,530,72,0,0,602,292,275,20,2,5,1,0,4,0,262,300,16,10,3,3,1,3,2,258,310,10,8,2,6,185,402,0,0,0,418,170,0,0,0,0
1250135,WINDOM W-1 P-2         ,A2,2,22B,1,17700,0,0,N,O,WINDOM CITY                   ,5,C,N,125,0135,17,170135,821,73,637,1,55,0,693,342,321,20,0,3,0,0,2,1,298,357,23,7,2,1,1,3,2,299,377,7,3,2,1,211,474,0,0,0,493,186,0,0,0,0
1250140,WINDOM W-2 P-1         ,B1,2,22B,4,17700,0,0,N,O,WINDOM CITY                   ,5,C,N,125,0140,17,170140,324,37,251,12,0,0,263,101,135,12,0,4,0,0,4,0,91,148,13,7,2,1,1,3,2,91,149,8,5,0,5,61,194,0,0,0,154,101,0,0,0,0
1250145,WINDOM W-2 P-2         ,B2,2,22B,3,17700,0,0,N,O,WINDOM CITY                   ,5,C,N,125,0145,17,170145,926,132,738,61,0,0,799,338,409,30,0,12,1,1,9,1,292,449,29,21,1,5,3,12,2,315,451,16,8,2,6,219,569,0,0,0,495,295,0,0,0,0
0050005,BAXTER P1              ,0,8,12B,4,18100,0,0,N,O,BAXTER CITY                   ,9,C,N,005,0005,18,180005,1905,337,1574,139,0,0,1713,981,638,66,0,16,3,1,12,0,846,773,61,21,5,7,1,8,8,578,1010,67,0,0,0,892,784,0,0,0,1064,600,0,0,0,0
0050006,BAXTER P2              ,0,8,12B,3,18100,0,0,N,O,BAXTER CITY                   ,9,C,N,005,0006,18,180006,1539,213,1221,98,0,0,1319,780,466,60,1,9,1,1,6,1,677,551,68,14,3,4,1,6,8,451,774,63,0,0,0,648,654,0,0,0,876,404,0,0,0,0
0100010,BAY LAKE TWP           ,0,8,12B,5,18200,0,0,N,O,BAY LAKE TOWNSHIP             ,9,T,N,010,0010,18,180010,694,65,500,96,0,0,596,337,223,25,0,7,0,0,7,0,295,264,25,7,2,1,2,2,8,204,335,44,0,0,0,292,292,0,0,0,328,248,0,0,0,0
0150015,BRAINERD W-1 P-1       ,1,8,12A,3,18100,0,0,N,O,BRAINERD CITY                 ,9,C,N,015,0015,18,180015,805,187,506,56,0,0,562,265,235,41,3,14,3,0,10,1,234,288,14,21,4,3,2,12,8,154,353,38,0,0,0,245,304,0,0,0,274,268,0,0,0,0
0150016,BRAINERD W-1 P-2       ,1,8,12A,3,18100,0,0,N,O,BRAINERD CITY                 ,9,C,N,015,0016,18,180016,1212,107,900,134,0,0,1034,559,432,33,1,5,0,1,4,0,466,528,23,7,0,3,1,3,8,360,595,44,0,0,0,499,518,0,0,0,550,460,0,0,0,0
0150020,BRAINERD W-2 P-1       ,2,8,12A,4,18100,0,0,N,O,BRAINERD CITY                 ,9,C,N,015,0020,18,180020,747,139,536,45,0,0,581,285,250,33,0,10,3,3,4,0,246,293,19,15,2,8,1,4,8,177,364,25,0,0,0,257,317,0,0,0,312,258,0,0,0,0
